,Make & Model,Price,Depreciation,Reg Date,Mileage,Vechical Type
1526,Volkswagen Jetta GP 1.4A TSI,"$60,800.00","$9,080 /yr",30-Dec-2016,"62,000 km",Sedan
1527,Mazda 3 2.0A Sport,"$60,998.00","$10,070 /yr",29-Apr-2016,"58,551 km",Sedan
1530,Audi A4 1.8A TFSI MU (New 10-yr COE),"$73,800.00","$7,380 /yr",29-Aug-2011,"97,000 km",Luxury
1533,BMW 5 Series 540i M-Sport,"$206,250.00","$24,520 /yr",31-Oct-2017,"38,000 km",Luxury
1534,BMW 3 Series 318i,"$76,000.00","$12,880 /yr",01-Mar-2016,"93,000 km",Luxury
1537,Toyota Alphard Hybrid 2.5A X,"$193,998.00","$16,690 /yr",24-Nov-2020,35 km,MPV
1539,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$98,800.00","$11,220 /yr",30-Nov-2018,"46,568 km",SUV
1540,Honda Vezel 1.5A X,"$59,800.00","$9,470 /yr",16-Dec-2016,"65,255 km",SUV
1541,Lexus LS350 Luxury MR,"$255,800.00","$26,480 /yr",13-Feb-2018,"46,591 km",Luxury
1542,Mazda CX-3 2.0A,"$67,800.00","$10,190 /yr",24-Oct-2016,"72,800 km",SUV
1543,Mercedes-Benz C-Class C180 Exclusive,"$87,900.00","$17,080 /yr",17-Jun-2015,"150,000 km",Luxury
1545,Audi A4 1.4A TFSI S-tronic,"$93,800.00","$13,460 /yr",31-Mar-2017,"83,000 km",Luxury
1547,Honda Jazz 1.5A RS,"$71,333.00","$8,880 /yr",11-May-2018,"36,978 km",Hatchback
1548,Honda Vezel 1.5A X,"$62,800.00","$9,630 /yr",01-Mar-2017,"65,000 km",SUV
1549,Citroen C3 Aircross 1.2A PureTech SHINE,"$73,998.00","$7,840 /yr",16-Jul-2019,"58,730 km",SUV
1550,Honda Vezel Hybrid 1.5A X,"$56,800.00","$10,530 /yr",09-Jun-2016,"63,000 km",SUV
1551,Honda Vezel Hybrid 1.5A,"$67,800.00","$10,430 /yr",17-Jul-2017,"54,000 km",SUV
1553,Toyota Harrier 2.0A Premium Panoramic,"$99,300.00","$13,050 /yr",28-Jul-2017,"33,900 km",SUV
1555,Volkswagen Golf 1.2A TSI,"$53,000.00","$9,420 /yr",21-Jun-2016,"61,500 km",Hatchback
1556,Volkswagen Scirocco R 2.0A (COE till 02/2031),"$87,800.00","$8,880 /yr",03-Mar-2011,"154,000 km",Sports
1558,Toyota Estima 2.4A Aeras G (COE till 12/2026),"$49,998.00","$8,770 /yr",23-Dec-2006,"151,882 km",MPV
1559,BMW 3 Series 318i,"$114,000.00","$13,360 /yr",30-Apr-2018,"45,500 km",Luxury
1561,BMW 3 Series 318i,"$115,000.00","$13,500 /yr",30-Apr-2018,"21,200 km",Luxury
1562,BMW 5 Series 528i Highline (New 10-yr COE),"$99,777.00","$9,970 /yr",23-Jul-2012,"125,000 km",Luxury
1563,Peugeot 3008 Diesel 1.6A BlueHDi,"$51,998.00","$8,500 /yr",19-Sep-2016,"72,558 km",SUV
1565,Hyundai Avante 1.6A GLS S (OPC),"$61,333.00","$6,670 /yr",16-May-2019,"21,120 km",Sedan
1566,Toyota Camry Hybrid 2.5A G,"$113,800.00","$11,730 /yr",31-May-2019,"13,903 km",Luxury
1567,Honda Civic 1.6A VTi,"$84,800.00","$9,860 /yr",26-Oct-2018,"27,000 km",Sedan
1568,BMW X2 sDrive20i M-Sport X,"$133,800.00","$14,980 /yr",02-Aug-2018,"31,000 km",SUV
1569,BMW 7 Series 730Li Sunroof,"$125,888.00","$17,800 /yr",17-Feb-2015,"89,000 km",Luxury
1570,Ferrari F430 F1 Spider (New 10-yr COE),"$355,888.00","$35,570 /yr",23-Jun-2011,"43,000 km",Sports
1576,Toyota C-HR 1.2A Turbo Active (OPC),"$71,800.00","$8,030 /yr",25-Jun-2018,"28,035 km",SUV
1577,Honda Mobilio 1.5A RS i-VTEC Luxe,"$64,300.00","$10,140 /yr",08-Sep-2016,"76,483 km",MPV
1578,BMW 5 Series 528i Highline,"$58,888.00","$24,920 /yr",12-Sep-2012,"112,035 km",Luxury
1579,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$69,800.00","$11,160 /yr",25-Jun-2016,"61,204 km",SUV
1581,Mazda 3 1.5A Deluxe,"$58,800.00","$9,050 /yr",27-Dec-2016,"69,904 km",Sedan
1582,Mazda 3 1.5A Sunroof,"$61,555.00","$8,530 /yr",15-Nov-2017,"66,456 km",Sedan
1583,Volkswagen Beetle 1.2A TSI Sunroof,"$85,555.00","$9,870 /yr",30-Nov-2018,"23,615 km",Hatchback
1584,BMW X5 xDrive35i M-Sport 7-Seater Sunroof (COE till 01/2031),"$121,888.00","$12,420 /yr",25-Feb-2011,"76,943 km",SUV
1585,Toyota Rav4 Hybrid 2.5A X,"$145,800.00",,N.A.,10 km,SUV
1586,Nissan Almera 1.5A,"$47,800.00","$8,860 /yr",28-Oct-2015,"60,599 km",Sedan
1587,Mercedes-Benz A-Class A160 (COE till 04/2029),"$42,800.00","$5,310 /yr",25-Sep-2001,"190,000 km",Hatchback
1588,BMW X3 xDrive20i Sunroof,"$46,888.00","$21,090 /yr",31-Jul-2012,"119,000 km",SUV
1589,Honda HR-V 1.5A LX,"$63,800.00","$9,280 /yr",23-Jan-2017,"66,681 km",SUV
1590,Mercedes-Benz CLA-Class CLA200 Urban,"$125,800.00","$14,610 /yr",20-Sep-2018,"35,343 km",Luxury
1591,Mazda 6 2.0A,"$71,800.00","$10,350 /yr",27-Mar-2017,"56,000 km",Luxury
1592,Kia Cerato K3 1.6A,"$58,777.00","$8,430 /yr",18-Jul-2017,"55,000 km",Sedan
1593,Toyota Corolla Altis 1.6A Elegance,"$65,800.00","$10,220 /yr",27-Sep-2016,"68,034 km",Sedan
1594,Toyota Corolla Altis 1.6A (COE till 09/2024),"$25,800.00","$7,430 /yr",05-Oct-2009,"147,000 km",Sedan
1597,Toyota Alphard Hybrid 2.5A S Moonroof,"$195,000.00","$16,470 /yr",02-Mar-2021,600 km,MPV
1598,BMW 7 Series 730Li Sunroof (New 10-yr COE),"$95,998.00","$9,590 /yr",21-Apr-2011,"124,829 km",Luxury
1599,Hyundai Avante 1.6A GLS S,"$73,888.00","$8,070 /yr",06-Jul-2019,"27,289 km",Sedan
1600,BMW 5 Series 528i M-Sport Sunroof (New 10-yr COE),"$92,777.00","$9,270 /yr",01-Sep-2011,"115,000 km",Luxury
1601,Honda City 1.5A SV,"$76,666.00","$8,500 /yr",05-Apr-2019,"8,670 km",Sedan
1602,Hyundai Elantra 1.6A GLS (New 5-yr COE),"$37,800.00","$7,560 /yr",19-Aug-2011,"73,000 km",Sedan
1603,SEAT Ibiza 1.0A EcoTSI DSG Style,"$69,888.00","$7,330 /yr",15-Aug-2019,"50,000 km",Hatchback
1605,BMW X1 sDrive18i Sunroof (New 10-yr COE),"$76,888.00","$7,680 /yr",11-Jul-2011,"124,142 km",SUV
1606,BMW 7 Series 740Li Luxury Sunroof,"$159,777.00","$21,170 /yr",21-May-2015,"66,000 km",Luxury
1607,Hyundai Avante 1.6A S (New 5-yr COE),"$32,800.00","$6,560 /yr",02-Mar-2011,"106,000 km",Sedan
1608,Mitsubishi Attrage 1.2A Sports,"$54,800.00","$6,940 /yr",22-Oct-2018,"43,943 km",Sedan
1609,Kia Cerato K3 1.6A (OPC),"$46,888.00","$6,640 /yr",06-Jun-2017,"37,534 km",Sedan
1610,Kia Cerato 1.6A EX,"$76,666.00","$8,310 /yr",16-Aug-2019,"28,000 km",Sedan
1613,Toyota Land Cruiser 4.6A X,"$232,200.00","$20,100 /yr",27-Nov-2020,200 km,SUV
1614,Honda Vezel 1.5A X (OPC),"$71,555.00","$7,870 /yr",03-May-2019,"13,985 km",SUV
1615,Honda Jazz 1.3A LX (OPC),"$57,777.00","$6,880 /yr",03-Apr-2019,"8,968 km",Hatchback
1616,Nissan Qashqai 1.2A,"$54,800.00","$10,270 /yr",17-Dec-2015,"57,188 km",SUV
1617,Volkswagen Polo 1.2A (COE till 04/2026),"$35,800.00","$7,150 /yr",15-Apr-2011,"120,000 km",Hatchback
1620,Mercedes-Benz E-Class E200,"$85,000.00","$15,580 /yr",11-Feb-2015,"139,000 km",Luxury
1621,Toyota Harrier 2.0A Premium,"$79,900.00","$13,010 /yr",25-Apr-2016,"56,000 km",SUV
1623,Toyota Dyna 150 3.0M (New 5-yr COE),"$39,800.00","$7,960 /yr",25-Jul-2011,"207,000 km",Truck
1624,Volkswagen Polo 1.0A TSI Beats,"$83,800.00","$8,920 /yr",30-May-2019,"7,000 km",Hatchback
1625,BMW 1 Series 116d,"$55,800.00","$11,180 /yr",30-Sep-2015,"120,000 km",Hatchback
1626,Rolls-Royce Ghost Series II,"$858,000.00","$144,840 /yr",09-Jan-2015,"17,000 km",Luxury
1627,Bentley Bentayga 6.0A,"$535,888.00","$60,320 /yr",23-Dec-2016,"40,000 km",SUV
1628,BMW X1 sDrive20i M-Sport,"$169,800.00","$15,410 /yr",21-Aug-2020,"9,000 km",SUV
1629,Mitsubishi Outlander 2.4A Sunroof,"$69,777.00","$11,690 /yr",11-Apr-2016,"42,000 km",SUV
1630,Toyota Estima 2.4A Aeras (COE till 03/2022),"$11,400.00","$11,920 /yr",28-Mar-2007,"156,000 km",MPV
1631,BMW X1 sDrive18i,"$122,800.00","$13,430 /yr",30-Nov-2018,"32,000 km",SUV
1632,BMW 5 Series 523i (COE till 01/2031),"$81,800.00","$8,340 /yr",29-Mar-2011,"130,000 km",Luxury
1633,Mitsubishi Lancer EX 2.0A GLS (COE till 01/2029),"$49,800.00","$6,380 /yr",09-Feb-2009,"188,000 km",Sedan
1634,Lexus NX Turbo NX200t Luxury Sunroof,"$115,800.00","$17,610 /yr",18-Mar-2016,"89,434 km",SUV
1635,Mazda 5 2.0A Sunroof,"$68,800.00","$10,070 /yr",23-Feb-2017,"60,128 km",MPV
1636,Hummer H3 3.7A (COE till 05/2024),"$54,800.00","$17,470 /yr",26-Jun-2009,"130,000 km",SUV
1637,BMW 5 Series 523i (COE till 02/2031),"$80,800.00","$8,170 /yr",28-Feb-2011,"110,000 km",Luxury
1638,Mitsubishi Lancer EX 2.0A GT (New 10-yr COE),"$68,800.00","$6,880 /yr",03-Jun-2011,"156,000 km",Sedan
1640,BMW X3 sDrive20i M-Sport Sunroof,"$124,800.00","$17,920 /yr",06-Jan-2017,"63,000 km",SUV
1643,Mercedes-Benz CLA-Class CLA180 Urban,"$117,500.00","$13,860 /yr",03-Aug-2018,"16,525 km",Luxury
1644,Toyota Camry 2.0A (COE till 09/2028),"$44,800.00","$6,000 /yr",29-Sep-2008,"139,800 km",Luxury
1645,Volkswagen Golf GTI 5DR,"$73,500.00","$16,630 /yr",29-Aug-2014,"123,000 km",Sports
1647,Subaru Forester 2.0XT Sunroof,"$68,800.00","$11,830 /yr",15-Apr-2016,"63,550 km",SUV
1648,Toyota Estima 2.4A X (COE till 03/2023),"$21,100.00","$10,850 /yr",24-Mar-2008,"144,000 km",MPV
1649,Ford Fiesta 1.0A Ecoboost Titanium,"$49,777.00","$8,430 /yr",17-Nov-2016,"57,000 km",Hatchback
1650,Nissan Qashqai 1.2A DIG-T,"$86,800.00","$9,900 /yr",28-Dec-2018,"34,888 km",SUV
1652,Honda Odyssey 2.4A EXV-S Sunroof,"$88,200.00","$13,150 /yr",11-Aug-2016,"70,000 km",MPV
1653,Mercedes-Benz A-Class A200 Style,"$83,800.00","$13,560 /yr",07-Sep-2016,"101,899 km",Hatchback
1654,Mercedes-Benz GLC-Class GLC250 4MATIC,"$179,800.00","$19,590 /yr",22-Jan-2019,"14,303 km",SUV
1655,Honda Fit 1.3A G (COE till 12/2023),"$21,800.00","$8,170 /yr",13-Dec-2008,"140,000 km",Hatchback
1656,Suzuki Swift Sport 1.6A (COE till 11/2030),"$54,800.00","$5,700 /yr",24-Nov-2010,"110,000 km",Hatchback
1657,Honda HR-V 1.5A DX,"$72,800.00","$9,080 /yr",03-Apr-2018,"50,000 km",SUV
1659,Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC,"$218,800.00","$20,220 /yr",23-Jul-2020,"7,800 km",SUV
1660,Porsche Cayenne Turbo 4.8A Tip (New 10-yr COE),"$182,500.00","$18,240 /yr",19-Aug-2011,"136,000 km",SUV
1661,Mercedes-Benz GLA-Class GLA200 Urban Edition,"$101,800.00","$14,880 /yr",17-Feb-2017,"58,000 km",SUV
1663,Mazda 6 2.0A Executive,"$65,800.00","$10,470 /yr",20-Jun-2016,"79,999 km",Luxury
1664,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$72,800.00","$11,360 /yr",11-Aug-2016,"89,505 km",SUV
1665,Toyota Dyna 150 3.0M,"$54,800.00","$10,500 /yr",01-Jul-2016,"87,185 km",Truck
1667,BMW 2 Series 216i Gran Tourer Luxury,"$125,800.00","$12,030 /yr",23-Jan-2020,"15,128 km",MPV
1668,Mitsubishi Lancer EX 1.5A GLX (COE till 08/2023),"$18,800.00","$7,880 /yr",12-Sep-2008,"130,000 km",Sedan
1669,BMW 3 Series 316i,"$59,500.00","$14,270 /yr",16-Jul-2014,"79,800 km",Luxury
1670,MINI Cooper S Countryman 1.6A (New 10-yr COE),"$76,500.00","$7,650 /yr",24-May-2011,"131,000 km",Sports
1671,BMW 5 Series 520d,"$143,000.00","$19,630 /yr",27-Apr-2017,"47,500 km",Luxury
1672,Subaru Impreza 5D 1.5R (COE till 10/2029),"$53,800.00","$6,290 /yr",12-Nov-2009,"120,000 km",Hatchback
1673,Ferrari 458 Italia,"$488,888.00",,21-Feb-2013,"48,888 km",Sports
1674,BMW 1 Series 118i 5DR M-Sport,"$135,800.00","$12,920 /yr",26-Mar-2020,"10,500 km",Hatchback
1675,Toyota Previa 2.4A Aeras Luxury Moonroof,"$115,800.00","$13,710 /yr",02-Apr-2018,"69,832 km",MPV
1677,Toyota Sienta Hybrid 1.5A G,"$71,800.00","$10,930 /yr",14-Aug-2017,"28,000 km",MPV
1678,Mitsubishi Outlander 2.0A,"$91,800.00","$11,090 /yr",31-Aug-2018,"60,000 km",SUV
1680,Mercedes-Benz C-Class C180 Coupe,"$45,800.00","$17,560 /yr",04-Feb-2013,"107,000 km",Sports
1683,Toyota Corolla Altis 1.6A Classic,"$56,800.00","$10,640 /yr",12-Oct-2015,"53,900 km",Sedan
1684,Toyota Corolla Altis 1.6A Elegance,"$19,800.00","$15,210 /yr",09-Feb-2012,"98,000 km",Sedan
1687,Toyota Vios 1.5A G Sports (COE till 05/2024),"$22,500.00","$7,220 /yr",25-May-2009,"180,000 km",Sedan
1688,Volkswagen Golf Variant 1.4A TSI R-Line Sunroof,"$101,800.00","$10,990 /yr",31-Jan-2019,"41,000 km",Stationwagon
1690,Hyundai Elantra 1.6A GLS S,"$61,500.00","$10,390 /yr",27-Jul-2016,"54,000 km",Sedan
1692,Jaguar E-PACE 2.0A Prestige,"$165,988.00","$14,950 /yr",30-Mar-2021,80 km,SUV
1694,Honda Jade 1.5A RS,"$82,800.00","$11,090 /yr",11-Aug-2017,"67,386 km",MPV
1695,Toyota Picnic 2.0A (COE till 03/2026),"$33,800.00","$6,800 /yr",31-Mar-2006,"135,300 km",MPV
1696,Toyota Estima 2.4A Aeras (COE till 06/2021),"$3,500.00",,06-Jun-2006,"198,000 km",MPV
1697,BMW X1 sDrive18i xLine,"$109,800.00","$14,220 /yr",31-Oct-2017,"59,000 km",SUV
1698,Audi A6 1.8A TFSI Ultra S-tronic,"$101,800.00","$14,840 /yr",19-Sep-2016,"40,000 km",Luxury
1699,Nissan Qashqai 2.0A Premium Moonroof,"$64,800.00","$10,720 /yr",25-May-2016,"53,000 km",SUV
1700,BMW 5 Series 528i M-Sport Sunroof (New 10-yr COE),"$89,800.00","$8,980 /yr",19-Apr-2011,"106,000 km",Luxury
1701,BMW 3 Series 318i Luxury,"$123,800.00","$13,520 /yr",28-Dec-2018,"24,000 km",Luxury
1702,Mercedes-Benz CLA-Class CLA180 Urban,"$102,800.00","$14,360 /yr",23-Jun-2017,"38,000 km",Luxury
1703,Mazda 5 2.0A Sunroof,"$74,800.00","$9,940 /yr",12-Dec-2017,"66,000 km",MPV
1704,Toyota Vios 1.5A E (New 5-yr COE),"$34,800.00","$6,960 /yr",11-Apr-2011,"155,398 km",Sedan
1705,Subaru Forester 2.0i-L Sunroof,"$73,800.00","$11,040 /yr",22-Apr-2017,"74,000 km",SUV
1707,Nissan Qashqai 1.2A DIG-T,"$73,000.00","$9,950 /yr",15-Nov-2017,"56,100 km",SUV
1710,Kia Cerato 1.6A SX Sunroof,"$83,777.00","$8,990 /yr",26-Jul-2019,"16,187 km",Sedan
1711,Toyota Estima 2.4A Aeras Premium Moonroof,"$57,800.00","$16,050 /yr",18-Sep-2013,"81,488 km",MPV
1712,Volkswagen Golf GTI 5DR,"$159,988.00","$15,060 /yr",15-Jul-2020,"15,000 km",Sports
1713,Volkswagen Touareg 3.0A R-Line,"$239,800.00","$24,300 /yr",31-May-2019,"35,000 km",SUV
1714,Hyundai Avante 1.6A GLS S,"$77,800.00","$8,280 /yr",11-Oct-2019,"21,609 km",Sedan
1715,Audi Q5 2.0A TFSI Quattro,"$93,800.00","$15,580 /yr",16-Jul-2015,"67,339 km",SUV
1716,Honda Fit Hybrid 1.5A,"$86,800.00","$8,650 /yr",02-Oct-2020,"7,000 km",Hatchback
1717,Mercedes-Benz C-Class C180K (COE till 02/2031),"$71,900.00","$7,270 /yr",16-Mar-2011,"107,882 km",Luxury
1718,Honda Fit 1.3A G (COE till 10/2024),"$27,888.00","$7,880 /yr",26-Oct-2009,"102,664 km",Hatchback
1719,Audi A3 Sedan 1.0A TFSI S-tronic,"$78,800.00","$11,890 /yr",20-Mar-2017,"63,687 km",Luxury
1720,Honda Odyssey 2.4A Absolute,"$72,800.00","$13,810 /yr",13-May-2015,"63,336 km",MPV
1721,Honda Jazz 1.3A L (COE till 11/2023),"$21,888.00","$8,350 /yr",26-Nov-2008,"111,693 km",Hatchback
1722,Honda Vezel 1.5A X,"$51,800.00","$9,790 /yr",16-Feb-2016,"68,304 km",SUV
1723,BMW 1 Series 116d,"$93,800.00","$10,850 /yr",19-Jun-2018,"36,200 km",Hatchback
1724,Mitsubishi Attrage 1.2A,"$50,800.00","$7,440 /yr",09-Oct-2017,"52,130 km",Sedan
1725,Lexus NX300 Executive,"$142,888.00","$16,890 /yr",25-Apr-2018,"33,000 km",SUV
1726,Lexus IS Turbo IS200t Executive,"$123,800.00","$15,240 /yr",14-Dec-2017,"29,000 km",Luxury
1727,Suzuki Swift 1.5A (COE till 01/2025),"$27,800.00","$7,330 /yr",27-Jan-2010,"126,000 km",Hatchback
1728,BMW 3 Series 318i Shadow Edition,"$108,800.00","$14,040 /yr",10-Oct-2017,"17,100 km",Luxury
1729,Maserati Ghibli 3.0A,"$155,000.00","$33,130 /yr",17-May-2014,"115,000 km",Luxury
1730,Mercedes-Benz GLA-Class GLA200 Urban Edition,"$116,988.00","$15,380 /yr",27-Dec-2017,"37,000 km",SUV
1731,Porsche Cayman 2.7A Tip (COE till 01/2027),"$87,800.00","$15,160 /yr",26-Jan-2007,"144,000 km",Sports
1732,Toyota Hiace 3.0M,"$85,800.00","$8,650 /yr",11-Mar-2021,10 km,Van
1733,Mazda MX-5 Roadster 2.0M (COE till 08/2028),"$82,888.00","$11,290 /yr",14-Aug-2008,"165,000 km",Sports
1735,Honda Fit 1.3A GF,"$70,500.00","$7,830 /yr",08-Nov-2019,"17,000 km",Hatchback
1736,Kia Cerato 1.6A SX Sunroof,"$82,800.00","$8,860 /yr",30-Jul-2019,"23,710 km",Sedan
1738,Mercedes-Benz E-Class E250 Avantgarde,"$179,800.00","$19,020 /yr",12-Sep-2018,"40,000 km",Luxury
1739,Mercedes-Benz S-Class S300L Sunroof,"$68,800.00","$22,880 /yr",19-Jun-2012,"133,000 km",Luxury
1740,Ford Focus 1.0A GTDI Titanium,"$62,800.00","$8,560 /yr",10-Oct-2017,"53,000 km",Sedan
1742,Hyundai Avante 1.6A S (New 5-yr COE),"$31,800.00","$6,360 /yr",26-Mar-2011,"150,100 km",Sedan
1744,Toyota Sienta 1.5A Standard (OPC),"$67,888.00","$7,160 /yr",16-Jul-2019,"15,356 km",MPV
1745,Mazda 3 HB 1.5A Deluxe,"$68,800.00","$9,700 /yr",21-Aug-2017,"50,300 km",Hatchback
1746,Mazda 2 1.5A Deluxe,"$48,800.00","$8,720 /yr",29-Feb-2016,"92,095 km",Sedan
1747,Suzuki Every Turbo,"$48,888.00","$6,110 /yr",10-Apr-2019,"22,000 km",Van
1748,Toyota Corolla Altis 1.6A Classic,"$62,800.00","$9,890 /yr",19-Sep-2016,"55,000 km",Sedan
1749,Toyota Alphard 2.5A S Moonroof,"$99,800.00","$16,770 /yr",19-Jan-2016,"69,327 km",MPV
1750,BMW 1 Series 118i 5DR M-Sport,"$48,500.00","$14,860 /yr",16-May-2013,"103,000 km",Hatchback
1752,BMW X3 sDrive20i xLine,"$188,777.00","$19,820 /yr",21-Jun-2019,"16,546 km",SUV
1753,Mazda 6 2.0A (OPC),"$68,800.00","$8,500 /yr",25-Apr-2018,"14,500 km",Luxury
1754,Mazda 3 1.5A Sunroof,"$53,800.00","$9,210 /yr",28-Jun-2016,"102,388 km",Sedan
1755,Honda Accord 2.0A (COE till 09/2023),"$19,300.00","$7,840 /yr",29-Sep-2008,"158,000 km",Luxury
1756,Honda Crossroad 1.8A L (COE till 03/2030),"$64,800.00","$7,250 /yr",18-Mar-2010,"120,210 km",SUV
1757,Toyota Harrier 2.0A Elegance,"$83,800.00","$13,340 /yr",18-Jul-2016,"76,244 km",SUV
1758,Audi A3 Sedan 1.4A TFSI Attraction,"$79,988.00","$12,730 /yr",22-Nov-2016,"55,000 km",Luxury
1759,Mercedes-Benz GLC-Class GLC250d 4MATIC,"$146,888.00","$18,420 /yr",31-Oct-2017,"53,000 km",SUV
1760,Volkswagen Scirocco 2.0A TSI (COE till 04/2029),"$61,888.00","$7,680 /yr",18-Jun-2009,"168,240 km",Sports
1761,Nissan Qashqai 1.2A DIG-T,"$73,800.00","$9,920 /yr",14-Dec-2017,"48,600 km",SUV
1763,Jeep Cherokee Limited 2.0A,"$133,777.00","$13,830 /yr",15-Apr-2019,"25,000 km",SUV
1764,Subaru Forester 2.0i-L Sunroof,"$80,800.00","$10,070 /yr",18-Aug-2018,"49,000 km",SUV
1765,Fiat Doblo 1.6M Multijet Glaze,"$69,800.00","$7,340 /yr",14-Oct-2020,152 km,Van
1766,Honda Insight Hybrid 1.3A G (New 5-yr COE),"$37,800.00","$7,560 /yr",23-Mar-2011,"92,000 km",Hatchback
1767,BMW 4 Series 420i Gran Coupe Sport,"$146,800.00","$17,130 /yr",29-Mar-2018,"57,339 km",Luxury
1768,Fiat Doblo 1.6M Multijet Glaze,"$69,800.00","$7,340 /yr",14-Oct-2020,83 km,Van
1769,Mercedes-Benz A-Class Saloon A200 Sport Premium,"$142,800.00","$13,200 /yr",18-Sep-2020,"2,700 km",Luxury
1770,Suzuki Vitara 1.6A GLX,"$65,800.00","$9,550 /yr",24-Jul-2017,"61,024 km",SUV
1771,Subaru Forester 2.0i-L Sunroof,"$82,800.00","$10,330 /yr",21-Aug-2018,"51,000 km",SUV
1772,Lexus RX270,"$54,800.00","$23,550 /yr",30-Jul-2012,"168,000 km",SUV
1773,Mitsubishi Lancer EX 1.5A GLS (COE till 06/2023),"$18,800.00","$8,610 /yr",19-Jun-2008,"128,628 km",Sedan
1774,Ford S-Max 2.3A Trend (COE till 02/2026),"$48,800.00","$10,010 /yr",25-Feb-2011,"100,000 km",MPV
1775,Honda Civic 1.6A VTi,"$73,600.00","$9,580 /yr",06-Dec-2017,"60,000 km",Sedan
1776,Mercedes-Benz CLA-Class CLA200 Progressive,"$154,800.00","$16,010 /yr",19-Aug-2019,"18,366 km",Luxury
1777,Lexus GS Turbo GS200t Executive,"$153,988.00","$19,690 /yr",11-Jul-2017,"41,000 km",Luxury
1778,Honda Mobilio 1.5A RS i-VTEC Luxe,"$64,900.00","$10,330 /yr",25-Aug-2016,"85,688 km",MPV
1779,Volkswagen Golf 1.0A TSI,"$64,777.00","$9,280 /yr",20-Oct-2017,"55,789 km",Hatchback
1780,Nissan Qashqai 1.2A DIG-T Premium,"$66,500.00","$9,790 /yr",17-May-2017,"59,000 km",SUV
1781,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$72,800.00","$11,310 /yr",18-Aug-2016,"59,800 km",SUV
1782,Toyota Wish 1.8A X (COE till 04/2025),"$35,888.00","$8,860 /yr",06-Aug-2010,"121,245 km",MPV
1784,Lexus NX300 Luxury,"$163,800.00","$17,430 /yr",31-Dec-2018,"18,000 km",SUV
1786,Nissan Sunny 1.6A EX (OPC) (COE till 10/2028),"$38,800.00","$5,170 /yr",14-Oct-2008,"45,000 km",Sedan
1787,Mazda 3 1.5A Deluxe,"$52,300.00","$9,810 /yr",16-Dec-2015,"103,000 km",Sedan
1788,Honda Civic 1.6A VTi (OPC),"$73,800.00","$8,430 /yr",16-Oct-2018,"12,000 km",Sedan
1789,Volkswagen Golf 1.2A TSI,"$59,800.00","$9,530 /yr",15-Feb-2017,"13,259 km",Hatchback
1791,Volkswagen Jetta GP 1.4A TSI Highline,"$65,777.00","$8,990 /yr",31-May-2017,"83,878 km",Sedan
1794,Honda Vezel 1.5A X Honda Sensing,"$70,800.00","$9,690 /yr",22-Dec-2017,"41,000 km",SUV
1795,BMW 4 Series 430i Gran Coupe M-Sport,"$155,988.00","$22,140 /yr",03-Jan-2017,"50,000 km",Luxury
1796,Honda Vezel 1.5A X Honda Sensing,"$67,800.00","$9,980 /yr",29-May-2017,"48,000 km",SUV
1797,Honda Mobilio 1.5A RS i-VTEC Luxe,"$59,888.00","$9,650 /yr",27-Jun-2016,"57,951 km",MPV
1798,BMW 7 Series 740Li Luxury Sunroof,"$252,800.00","$27,780 /yr",24-Jan-2018,"44,500 km",Luxury
1799,Mazda 5 2.0A Sunroof,"$71,800.00","$9,620 /yr",31-Oct-2017,"46,596 km",MPV
1800,Toyota Wish 1.8A Elegance,"$65,999.00","$10,910 /yr",01-Jun-2016,"91,000 km",MPV
1801,Honda Jazz 1.5A RS,"$64,800.00","$9,420 /yr",19-Jun-2017,"31,000 km",Hatchback
1802,Honda Civic 1.5A VTEC Turbo Sunroof,"$79,999.00","$12,450 /yr",04-Oct-2016,"52,000 km",Sedan
1803,Subaru Outback 2.5i-S Sunroof,"$73,800.00","$10,770 /yr",22-Nov-2016,"73,612 km",SUV
1806,Honda Vezel 1.5A X,"$83,800.00","$9,420 /yr",23-Apr-2019,"25,154 km",SUV
1807,Mazda 6 Wagon 2.5A Luxury,"$79,800.00","$11,450 /yr",04-Nov-2016,"38,238 km",Stationwagon
1809,BMW 2 Series 218i Coupe Sport Sunroof,"$84,800.00","$14,260 /yr",03-May-2016,"54,000 km",Sports
1810,Subaru Forester 2.0i-L Sunroof,"$54,800.00","$10,320 /yr",20-Nov-2015,"93,100 km",SUV
1811,Infiniti Q50 2.0T Premium,"$99,988.00","$12,330 /yr",22-Sep-2017,"39,000 km",Luxury
1813,Peugeot Partner 1.6A HDi,"$45,800.00","$7,410 /yr",16-Jun-2017,"69,000 km",Van
1815,Peugeot 308 1.2A PureTech Allure (OPC),"$45,800.00","$6,970 /yr",23-Mar-2017,"28,754 km",Hatchback
1816,Volkswagen Jetta GP 1.4A TSI,"$57,800.00","$8,740 /yr",31-Oct-2016,"79,000 km",Sedan
1817,Volvo XC90 T5,"$58,800.00","$13,520 /yr",28-Jun-2013,"120,000 km",SUV
